,n_pref,n_items,relation,MSS,Time
504,10,5,LEX,1,0.1699204444885254
505,10,5,LEX+,1,0.24499011039733887
506,10,5,LEX,3,0.533797025680542
507,10,5,LEX+,3,0.6499426364898682
508,10,5,LEX,3,0.5191285610198975
509,10,5,LEX+,3,0.5141327381134033
510,10,5,LEX,1,0.8149926662445068
511,10,5,LEX+,1,0.8987998962402344
512,10,5,LEX,3,0.27331089973449707
513,10,5,LEX+,3,0.27872180938720703
514,10,5,LEX,15,1.6682720184326172
515,10,5,LEX+,6,1.0477194786071777
516,10,5,LEX,3,0.49835896492004395
517,10,5,LEX+,3,0.5032906532287598
518,10,5,LEX,1,0.05421781539916992
519,10,5,LEX+,1,0.0489954948425293
520,10,5,LEX,2,0.40267515182495117
521,10,5,LEX+,2,0.34206414222717285
522,10,5,LEX,2,0.05541825294494629
523,10,5,LEX+,2,0.050023794174194336
524,10,5,LEX,2,0.1272447109222412
525,10,5,LEX+,2,0.12606024742126465
526,10,5,LEX,1,0.05148029327392578
527,10,5,LEX+,1,0.05106186866760254
528,10,5,LEX,2,0.06281685829162598
529,10,5,LEX+,2,0.06579446792602539
530,10,5,LEX,3,0.09596872329711914
531,10,5,LEX+,3,0.08824706077575684
532,10,5,LEX,2,0.35315585136413574
533,10,5,LEX+,2,0.36725783348083496
534,10,5,LEX,4,0.18675661087036133
535,10,5,LEX+,4,0.2245943546295166
536,10,5,LEX,2,0.1222069263458252
537,10,5,LEX+,2,0.12063407897949219
538,10,5,LEX,2,0.06336212158203125
539,10,5,LEX+,2,0.05902886390686035
540,10,5,LEX,1,0.07284021377563477
541,10,5,LEX+,1,0.07125616073608398
542,10,5,LEX,5,0.189345121383667
543,10,5,LEX+,5,0.1857137680053711
544,10,5,LEX,3,0.07109427452087402
545,10,5,LEX+,2,0.0649418830871582
546,10,5,LEX,3,0.5515949726104736
547,10,5,LEX+,3,0.5027716159820557
548,10,5,LEX,4,0.08217573165893555
549,10,5,LEX+,4,0.07950043678283691
550,10,5,LEX,27,4.618525505065918
551,10,5,LEX+,6,2.773292064666748
552,10,5,LEX,3,0.10331249237060547
553,10,5,LEX+,3,0.12880325317382812
554,10,5,LEX,1,0.04183554649353027
555,10,5,LEX+,1,0.04061007499694824
556,10,5,LEX,3,0.10198426246643066
557,10,5,LEX+,3,0.10444116592407227
558,10,5,LEX,3,0.2025012969970703
559,10,5,LEX+,3,0.20714449882507324
560,10,5,LEX,1,0.13272976875305176
561,10,5,LEX+,1,0.13119840621948242
562,10,5,LEX,3,0.4756200313568115
563,10,5,LEX+,3,0.4130244255065918
564,10,5,LEX,3,1.298741102218628
565,10,5,LEX+,3,1.3600378036499023
566,10,5,LEX,1,0.052005767822265625
567,10,5,LEX+,1,0.04863595962524414
568,10,5,LEX,2,0.20439410209655762
569,10,5,LEX+,2,0.18654274940490723
570,10,5,LEX,16,0.9527835845947266
571,10,5,LEX+,8,0.7543399333953857
572,10,5,LEX,2,0.5282058715820312
573,10,5,LEX+,2,0.5746684074401855
574,10,5,LEX,2,0.06327295303344727
575,10,5,LEX+,2,0.06362128257751465
576,10,5,LEX,1,0.1494741439819336
577,10,5,LEX+,1,0.13196945190429688
578,10,5,LEX,1,0.053940534591674805
579,10,5,LEX+,1,0.051399946212768555
580,10,5,LEX,2,0.06183981895446777
581,10,5,LEX+,2,0.06686878204345703
582,10,5,LEX,1,0.04066205024719238
583,10,5,LEX+,1,0.043058156967163086
584,10,5,LEX,2,0.09821033477783203
585,10,5,LEX+,2,0.1000981330871582
586,10,5,LEX,5,0.8688309192657471
587,10,5,LEX+,5,0.8733417987823486
588,10,5,LEX,2,0.42830610275268555
589,10,5,LEX+,2,0.49565839767456055
590,10,5,LEX,2,0.14303278923034668
591,10,5,LEX+,2,0.13739538192749023
592,10,5,LEX,72,38.986982583999634
593,10,5,LEX+,9,11.563515424728394
594,10,5,LEX,1,0.04238319396972656
595,10,5,LEX+,1,0.0422213077545166
596,10,5,LEX,1,0.05242800712585449
597,10,5,LEX+,1,0.05268716812133789
598,10,5,LEX,1,0.18361854553222656
599,10,5,LEX+,1,0.12315773963928223
600,15,5,LEX,5,2.2674880027770996
601,15,5,LEX+,2,0.800947904586792
602,15,5,LEX,36,0.8554730415344238
603,15,5,LEX+,2,0.18134260177612305
604,15,5,LEX,2,0.29987406730651855
605,15,5,LEX+,2,0.1920468807220459
606,15,5,LEX,1,0.44056272506713867
607,15,5,LEX+,1,0.4264087677001953
608,15,5,LEX,199,7.2574403285980225
609,15,5,LEX+,16,1.8267548084259033
610,15,5,LEX,64,5.201963663101196
611,15,5,LEX+,8,1.4437780380249023
612,15,5,LEX,1,0.05048966407775879
613,15,5,LEX+,1,0.054036617279052734
614,15,5,LEX,88,53.307677030563354
615,15,5,LEX+,4,7.853791952133179
616,15,5,LEX,117,13.6921706199646
617,15,5,LEX+,9,3.0621254444122314
618,15,5,LEX,40,0.8681182861328125
619,15,5,LEX+,3,0.15445685386657715
620,15,5,LEX,1,0.05458807945251465
621,15,5,LEX+,1,0.061284780502319336
622,15,5,LEX,2,0.24391412734985352
623,15,5,LEX+,2,0.2579939365386963
624,15,5,LEX,1,0.05842018127441406
625,15,5,LEX+,1,0.054741859436035156
626,15,5,LEX,1,0.04958009719848633
627,15,5,LEX+,1,0.05411505699157715
628,15,5,LEX,1,0.6184999942779541
629,15,5,LEX+,1,0.6008992195129395
630,15,5,LEX,2,0.10672497749328613
631,15,5,LEX+,2,0.11448025703430176
632,15,5,LEX,25,47.5729820728302
